path,train_bpd,valid_bpd,test_bpd
out/compressed/fashion_mnist/QG_32/rank_1finetuned.mdl,4.139401168786719,4.171862013015458,4.181160894087256
out/compressed/fashion_mnist/QG_32/rank_2finetuned.mdl,3.8234219943142205,3.860136374494603,3.869359935016156
out/compressed/fashion_mnist/QG_32/rank_4finetuned.mdl,3.6073770499715083,3.650137949634304,3.659965527527156
out/compressed/fashion_mnist/QG_32/rank_8finetuned.mdl,3.4346831860607234,3.489023317120623,3.497330339601272
out/compressed/fashion_mnist/QG_32/rank_16finetuned.mdl,3.308443762276825,3.383725747596625,3.3923860869822042
out/compressed/fashion_mnist/QG_32/rank_32finetuned.mdl,3.2517116231944847,3.344733302778568,3.3538203781080016
out/compressed/fashion_mnist/PD_32/rank_1.mdl,3.6183751239002317,3.7939090354029785,3.8038512291909123
out/compressed/fashion_mnist/PD_32/rank_2.mdl,3.5683224852160187,3.74453541220662,3.7539192018928036
out/compressed/fashion_mnist/PD_32/rank_4.mdl,3.5400610169570927,3.716478229297529,3.725829651120643
out/compressed/fashion_mnist/PD_32/rank_8.mdl,3.5296707769411193,3.7070688152128195,3.7160100204716793
out/compressed/fashion_mnist/PD_32/rank_16.mdl,3.525979032259154,3.7039563938801874,3.712937266352026
out/compressed/fashion_mnist/PD_32/rank_32.mdl,3.524856258830622,3.703332920521079,3.7123530806703697
out/compressed/fashion_mnist/PD_32/rank_1finetuned.mdl,3.548108747969858,3.771270546367703,3.779198211589293
out/compressed/fashion_mnist/PD_32/rank_2finetuned.mdl,3.53466071875254,3.758971831835192,3.7666500195382193
out/compressed/fashion_mnist/PD_32/rank_4finetuned.mdl,3.527720513162096,3.752479704151192,3.760515690345307
out/compressed/fashion_mnist/PD_32/rank_8finetuned.mdl,3.5220296190726246,3.74697701408173,3.7555028771298917
out/compressed/fashion_mnist/PD_32/rank_16finetuned.mdl,3.5119163572634022,3.7444341643961665,3.7525661577435256
out/compressed/fashion_mnist/PD_32/rank_32finetuned.mdl,3.5136042068304896,3.74319963884061,3.7511654991373824
out/compressed/mnist/QG_32/tucker.mdl,1.137650284913152,1.2624090530415222,1.222855513828228
out/compressed/mnist/PD_64/tucker.mdl,1.2569523743402755,1.409316846582784,1.3723098239816227
out/compressed/fashion_mnist/PD_32/tucker.mdl,3.522095167137959,3.7021279910691454,3.7111068010145916
out/compressed/fashion_mnist/QG_32/tucker.mdl,3.2427461405754667,3.4047168224286413,3.413010651257655
out/compressed/fashion_mnist/PD_32/from_scratch/rank_1.mdl,3.5733063718115288,3.755751952110776,3.76366308645169
out/compressed/fashion_mnist/PD_32/from_scratch/rank_2.mdl,3.5457545159395134,3.7324585151036,3.740236417140209
out/compressed/fashion_mnist/PD_32/from_scratch/rank_4.mdl,3.5226182643471513,3.7186500542539864,3.7250584579344843
out/compressed/fashion_mnist/PD_32/from_scratch/rank_8.mdl,3.5480631572989165,3.7228366761352394,3.730568899729533
out/compressed/fashion_mnist/PD_32/from_scratch/rank_16.mdl,3.5380011701137253,3.720009749859195,3.727298545613885
out/compressed/fashion_mnist/PD_32/from_scratch/rank_32.mdl,3.5538084877996003,3.7371465072480534,3.7456860067392967
out/compressed/fashion_mnist/QG_32/from_scratch/rank_1.mdl,4.100508700607498,4.13118983596907,4.1414695058458495
out/compressed/fashion_mnist/QG_32/from_scratch/rank_2.mdl,3.8349839519014584,3.8732349505633885,3.8823157482218784
out/compressed/fashion_mnist/QG_32/from_scratch/rank_4.mdl,3.6513023145875154,3.703413888099904,3.7116112037283053
out/compressed/fashion_mnist/QG_32/from_scratch/rank_8.mdl,3.511564135785569,3.5789654926637655,3.5874267886682443
out/compressed/fashion_mnist/QG_32/from_scratch/rank_16.mdl,3.4302280221132455,3.514768093581045,3.523397006274984
out/compressed/fashion_mnist/QG_32/from_scratch/rank_32.mdl,3.406209232386164,3.5017198538905725,3.5101338152977144
out/compressed/mnist/PD_64/from_scratch/rank_1.mdl,1.2949286264078488,1.4444464631610459,1.4061284031342378
out/compressed/mnist/PD_64/from_scratch/rank_2.mdl,1.2969454410653707,1.4377047621161778,1.4004695284453939
out/compressed/mnist/PD_64/from_scratch/rank_4.mdl,1.2998147034094705,1.4401858510207337,1.402812660020034
out/compressed/mnist/PD_64/from_scratch/rank_8.mdl,1.2803736488397672,1.4327944924991725,1.3941878158319199
out/compressed/mnist/PD_64/from_scratch/rank_16.mdl,1.289781726176546,1.4294611163177902,1.3914273648198399
out/compressed/mnist/PD_64/from_scratch/rank_32.mdl,1.288217001686993,1.4264279565709637,1.38964930413765
out/compressed/mnist/PD_64/from_scratch/rank_64.mdl,1.2859476415482978,1.4258003428243013,1.388448798766492
out/compressed/mnist/QG_32/from_scratch/rank_1.mdl,1.4830643834925838,1.5230939681534188,1.4911670467743794
out/compressed/mnist/QG_32/from_scratch/rank_2.mdl,1.4047926105997668,1.4516845315008207,1.4183770783995786
out/compressed/mnist/QG_32/from_scratch/rank_4.mdl,1.3428501448667511,1.4000342510353636,1.364193419385087
out/compressed/mnist/QG_32/from_scratch/rank_8.mdl,1.2888139620380832,1.359438038599507,1.3209203773893872
out/compressed/mnist/QG_32/from_scratch/rank_16.mdl,1.249217066036191,1.3369070079560152,1.297437105529726
out/compressed/mnist/QG_32/from_scratch/rank_32.mdl,1.228604118352476,1.3277477806229223,1.288543507060348
out/compressed/celeba/QG_32/rank_1.mdl,10.623192155175634,10.652866190468103,10.631566379552668
out/compressed/celeba/QG_32/from_scratch/rank_2.mdl,5.99136211322828,6.067425311809301,6.051941226285463
out/compressed/celeba/QG_32/rank_2.mdl,9.348174761855134,9.38454897302127,9.356827157010589
out/compressed/celeba/QG_32/from_scratch/rank_4.mdl,5.828655821243687,5.90607315102431,5.891264301599001
out/compressed/celeba/QG_32/rank_4.mdl,8.01835241752564,8.059033742200478,8.033803534516727
out/compressed/celeba/QG_32/from_scratch/rank_8.mdl,5.68415723644135,5.758928072718826,5.7438652051888885
out/compressed/celeba/QG_32/rank_16.mdl,5.829313990462664,5.880333866534893,5.865899263862301
out/compressed/celeba/QG_32/from_scratch/rank_16.mdl,5.569946693569945,5.6378731106062645,5.622336404031541
out/compressed/celeba/QG_32/rank_32.mdl,5.5035590967558985,5.561625891911691,5.545968541397069
out/compressed/celeba/QG_32/from_scratch/rank_32.mdl,5.516328433629218,5.58094060554978,5.5655548837670965
out/compressed/celeba/QG_32/rank_1finetuned.mdl,6.228389835352098,6.284440019598073,6.269210674600265
out/compressed/celeba/QG_32/rank_2finetuned.mdl,5.974593294211973,6.03385719593137,6.018257678114895
out/compressed/celeba/QG_32/rank_4finetuned.mdl,5.790969748690039,5.848726994788385,5.833493780888063
out/compressed/celeba/QG_32/rank_8finetuned.mdl,5.625432801789858,5.681991021717034,5.6660999296348065
out/compressed/celeba/QG_32/rank_16finetuned.mdl,5.5015543202538515,5.558484504440193,5.542501670010208
out/compressed/celeba/QG_32/rank_32finetuned.mdl,5.448647216601074,5.507140781632748,5.491219037868829
out/compressed/celeba/QG_32/tucker.mdl,5.451570676067008,5.51409652276967,5.498299053946215
out/compressed/celeba/QG_32/from_scratch/rank_1.mdl,6.21821073809337,6.2828808201126245,6.2680483458763705
out/compressed/celeba/QG_32/rank_8.mdl,6.768305889501638,6.812053647299818,6.793722050934344
